stop_id,route_id,location_name,lat,lon,stop_type,priority,status,delay_reason,scheduled_date,time_window_start,time_window_end,service_duration_min,cargo_weight_kg,cargo_type,contact_person,notes
STP-100103,R-005,Panvel,19.189106,72.986185,delivery,medium,pending,,2025-02-01,09:45,21:45,33,145.55,furniture,Vikram Singh,
STP-100104,R-002,Bandra,19.26221,72.954387,delivery,high,failed,traffic,2025-09-16,11:00,13:00,8,123.16,furniture,Rahul Mehta,Fragile
STP-100105,R-005,Powai,18.921267,72.840444,warehouse,low,completed,vehicle_issue,2024-09-12,15:15,17:00,40,327.16,electronics,Priya Patel,
STP-100106,R-020,Vashi,18.969786,72.827202,warehouse,medium,pending,,2025-08-01,14:15,14:15,7,498.7,pharmaceuticals,Priya Patel,
STP-100107,R-019,Borivali,19.144385,72.801999,delivery,high,failed,customer_unavailable,2024-06-17,10:45,10:45,25,454.42,groceries,Vikram Singh,
STP-100108,R-012,Andheri,19.157759,72.940874,pickup,low,delayed,,2024-09-11,21:30,22:15,37,377.32,electronics,Rahul Mehta,
STP-100109,R-002,Vashi,19.186396,72.813537,warehouse,medium,delayed,,2025-08-10,10:00,22:45,6,122.58,groceries,Rahul Mehta,Handle with care
STP-100110,R-015,Dadar,19.137082,73.043206,warehouse,low,delayed,,2025-11-18,10:30,12:45,16,52.94,furniture,Sneha Iyer,
STP-100111,R-007,Dadar,19.216199,73.010896,pickup,high,delayed,vehicle_issue,2025-10-18,06:00,09:30,15,204.98,groceries,Priya Patel,
STP-100112,R-015,Panvel,18.89992,73.032191,delivery,low,failed,,2024-11-17,19:15,19:15,41,372.5,furniture,Vikram Singh,
STP-100113,R-013,Borivali,19.244598,72.908332,warehouse,high,delayed,,2025-12-16,21:00,21:00,56,119.68,electronics,Rahul Mehta,Fragile
STP-100114,R-005,Borivali,19.264248,72.848048,pickup,medium,failed,customer_unavailable,2024-09-26,11:00,19:30,40,324.02,pharmaceuticals,Rahul Mehta,
STP-100115,R-003,Panvel,19.116381,72.816431,delivery,medium,delayed,,2024-03-31,13:30,19:45,24,451.53,electronics,Rahul Mehta,Leave at doorstep
STP-100116,R-016,Andheri,18.923332,73.016832,pickup,high,failed,,2025-12-10,06:30,09:15,35,108.89,electronics,Vikram Singh,
STP-100117,R-014,Vashi,19.282998,72.910908,warehouse,low,failed,vehicle_issue,2024-12-10,22:30,22:30,7,235.22,groceries,Priya Patel,
STP-100118,R-013,Borivali,19.059085,73.028513,delivery,high,failed,,2024-07-15,19:30,19:30,29,139.76,electronics,Vikram Singh,
STP-100119,R-012,Bandra,19.175697,72.787753,warehouse,medium,pending,,2024-04-10,13:45,18:15,20,39.5,electronics,Sneha Iyer,
STP-100120,R-001,Powai,19.094792,72.886987,warehouse,medium,pending,,2024-07-25,06:00,15:45,25,485.64,pharmaceuticals,Vikram Singh,
STP-100121,R-015,Borivali,18.940711,72.842623,warehouse,high,completed,traffic,2024-09-28,20:15,20:15,56,80.01,groceries,Amit Sharma,Fragile
STP-100122,R-016,Borivali,18.96657,72.855158,warehouse,high,pending,,2025-07-14,17:00,19:00,42,269.84,electronics,Priya Patel,Fragile
STP-100123,R-011,Panvel,19.149683,72.797834,pickup,medium,failed,traffic,2025-12-05,22:15,22:15,36,409.09,groceries,Amit Sharma,
STP-100124,R-003,Kurla,19.229823,73.039395,warehouse,low,completed,,2024-04-10,15:00,21:45,32,353.83,groceries,Sneha Iyer,Call before arrival
STP-100125,R-009,Borivali,19.291742,72.934521,pickup,low,delayed,,2024-06-19,07:30,12:00,41,394.72,pharmaceuticals,Rahul Mehta,Fragile
STP-100126,R-018,Colaba,19.134989,73.073511,warehouse,medium,failed,weather,2024-11-02,14:30,15:30,10,148.54,pharmaceuticals,Priya Patel,Handle with care
STP-100127,R-009,Dadar,19.068516,73.032209,warehouse,low,failed,customer_unavailable,2024-05-17,22:30,22:30,46,425.66,pharmaceuticals,Sneha Iyer,Fragile
STP-100128,R-020,Kurla,19.149719,72.82997,warehouse,low,pending,,2024-08-30,18:00,18:00,33,485.02,pharmaceuticals,Rahul Mehta,Urgent delivery
STP-100129,R-013,Vashi,19.297536,72.948946,pickup,low,pending,,2024-08-09,12:00,12:00,7,319.93,furniture,Vikram Singh,
STP-100130,R-008,Colaba,18.958206,72.899188,delivery,high,completed,weather,2024-06-29,19:30,19:30,57,297.78,pharmaceuticals,Amit Sharma,
STP-100131,R-019,Dadar,19.07164,72.932773,warehouse,high,pending,,2025-12-22,06:30,18:45,15,65.11,pharmaceuticals,Rahul Mehta,Urgent delivery
STP-100132,R-019,Bandra,19.148876,72.960642,pickup,low,completed,customer_unavailable,2025-06-28,17:00,17:00,7,10.55,electronics,Vikram Singh,Urgent delivery
STP-100133,R-002,Kurla,19.182018,73.07953,warehouse,high,failed,customer_unavailable,2025-11-22,08:30,08:30,31,359.55,electronics,Amit Sharma,
STP-100134,R-014,Thane,19.207208,73.075257,delivery,medium,completed,vehicle_issue,2024-04-06,11:15,11:15,48,300.13,furniture,Priya Patel,Leave at doorstep
STP-100135,R-006,Bandra,19.265095,72.943646,warehouse,high,completed,,2024-02-15,22:45,22:45,36,352.73,groceries,Vikram Singh,Leave at doorstep
STP-100136,R-017,Bandra,19.257888,72.949577,pickup,low,pending,,2024-06-19,11:30,17:15,22,37.43,pharmaceuticals,Vikram Singh,
STP-100137,R-017,Bandra,19.040514,72.796892,pickup,high,pending,customer_unavailable,2024-10-28,13:30,14:00,13,68.74,pharmaceuticals,Priya Patel,Urgent delivery
STP-100138,R-017,Bandra,19.146044,72.846664,delivery,low,delayed,vehicle_issue,2024-08-13,17:45,17:45,34,51.68,pharmaceuticals,Priya Patel,
STP-100139,R-013,Colaba,19.28913,72.782432,pickup,high,failed,traffic,2024-04-10,10:30,20:00,10,448.02,groceries,Priya Patel,
STP-100140,R-014,Colaba,19.14385,72.970832,pickup,medium,pending,traffic,2024-02-19,12:00,17:45,42,60.83,furniture,Rahul Mehta,Leave at doorstep
STP-100141,R-009,Vashi,19.118808,73.086072,delivery,medium,failed,,2025-11-01,07:45,19:45,26,107.74,furniture,Priya Patel,
STP-100142,R-015,Dadar,19.128188,72.917798,delivery,low,failed,,2025-02-19,13:45,20:45,9,335.23,furniture,Sneha Iyer,Fragile
STP-100143,R-006,Bandra,19.116764,73.085387,pickup,low,pending,,2025-10-29,22:15,22:15,44,218.16,pharmaceuticals,Rahul Mehta,Fragile
STP-100144,R-001,Dadar,18.960001,72.845988,delivery,low,failed,,2025-05-26,15:15,18:00,52,122.28,furniture,Priya Patel,Handle with care
STP-100145,R-001,Thane,19.026157,73.048102,pickup,high,pending,,2025-07-21,16:30,16:30,58,82.76,electronics,Sneha Iyer,
STP-100146,R-020,Borivali,19.200691,72.795104,delivery,low,delayed,,2025-08-26,11:45,11:45,6,180.58,groceries,Sneha Iyer,
STP-100147,R-005,Vashi,19.113039,72.776033,pickup,medium,delayed,vehicle_issue,2025-11-02,08:30,19:00,56,88.56,groceries,Sneha Iyer,
STP-100148,R-005,Vashi,19.103221,72.977886,warehouse,medium,failed,,2024-01-06,17:30,17:45,60,482.85,groceries,Amit Sharma,
STP-100149,R-003,Colaba,19.091227,73.053656,delivery,medium,delayed,,2025-06-21,22:30,22:30,37,491.06,pharmaceuticals,Priya Patel,
STP-100150,R-013,Thane,19.092793,72.89669,pickup,high,delayed,,2025-12-07,12:15,21:00,60,296.59,groceries,Priya Patel,
STP-100151,R-015,Bandra,19.262248,72.941353,pickup,high,pending,,2025-02-09,17:30,17:30,5,142.47,groceries,Priya Patel,
STP-100152,R-018,Dadar,19.011413,72.974122,pickup,low,failed,,2024-02-15,10:45,15:30,30,238.6,groceries,Rahul Mehta,Call before arrival
STP-100153,R-011,Powai,19.209695,72.813953,warehouse,low,failed,,2024-12-14,11:15,11:15,49,221.74,electronics,Amit Sharma,Fragile
STP-100154,R-017,Kurla,19.230722,73.075992,delivery,low,completed,vehicle_issue,2025-12-18,12:30,15:15,30,70.74,furniture,Priya Patel,
STP-100155,R-012,Bandra,19.179548,72.774996,delivery,low,pending,,2024-07-27,10:15,22:30,37,371.57,furniture,Sneha Iyer,
STP-100156,R-019,Bandra,19.156711,73.066783,warehouse,medium,failed,weather,2025-05-02,06:15,08:30,22,99.92,electronics,Priya Patel,Fragile
STP-100157,R-013,Powai,19.228732,72.862368,pickup,high,completed,,2025-10-17,16:00,17:45,26,286.81,pharmaceuticals,Vikram Singh,Urgent delivery
STP-100158,R-014,Andheri,18.972375,72.829705,pickup,low,completed,,2024-03-12,18:45,21:45,36,204.01,furniture,Rahul Mehta,
STP-100159,R-008,Panvel,19.128263,73.059312,warehouse,high,completed,,2024-08-13,10:45,13:00,39,133.35,electronics,Priya Patel,Fragile
STP-100160,R-020,Colaba,19.271593,73.017434,delivery,low,failed,,2024-05-17,12:00,12:00,39,170.33,electronics,Sneha Iyer,Urgent delivery
STP-100161,R-019,Powai,18.967566,73.042534,delivery,low,pending,,2025-05-03,12:30,17:45,40,74.5,groceries,Priya Patel,
STP-100162,R-007,Dadar,19.137359,72.902492,warehouse,medium,pending,,2024-03-08,18:30,18:30,20,402.71,furniture,Vikram Singh,Urgent delivery
STP-100163,R-005,Andheri,19.055021,73.028002,delivery,medium,delayed,,2025-12-11,22:45,22:45,33,224.66,pharmaceuticals,Vikram Singh,
STP-100164,R-014,Vashi,18.964304,72.982048,warehouse,low,completed,,2025-05-08,21:30,21:30,6,307.12,groceries,Amit Sharma,Handle with care
STP-100165,R-001,Dadar,18.987181,72.859621,pickup,high,pending,,2025-04-16,17:00,18:45,30,15.35,electronics,Sneha Iyer,
STP-100166,R-012,Kurla,19.004254,73.02994,delivery,high,failed,,2024-09-11,11:00,16:00,13,92.73,electronics,Sneha Iyer,
STP-100167,R-003,Powai,19.079887,72.858665,pickup,low,completed,,2024-08-29,16:00,16:00,33,62.71,pharmaceuticals,Vikram Singh,
STP-100168,R-018,Andheri,18.999523,72.897639,pickup,medium,failed,,2024-03-10,06:30,19:45,16,51.16,furniture,Amit Sharma,Handle with care
STP-100169,R-017,Powai,18.95257,73.090314,delivery,medium,delayed,,2024-02-15,08:30,15:15,57,333.31,electronics,Amit Sharma,
STP-100170,R-005,Colaba,18.967151,73.076909,delivery,high,completed,weather,2025-01-09,08:15,08:15,29,436.31,groceries,Priya Patel,Leave at doorstep
STP-100171,R-011,Borivali,19.131825,72.883197,warehouse,high,pending,,2025-05-27,14:45,14:45,12,334.47,groceries,Priya Patel,Fragile
STP-100172,R-018,Bandra,18.993921,72.829515,delivery,medium,delayed,customer_unavailable,2024-07-05,19:15,19:15,47,286.88,pharmaceuticals,Sneha Iyer,Fragile
STP-100173,R-004,Colaba,18.950994,72.800227,warehouse,medium,delayed,,2024-09-17,13:00,15:30,26,408.06,groceries,Vikram Singh,
STP-100174,R-005,Panvel,18.98832,72.821308,warehouse,medium,failed,,2025-04-13,09:15,09:15,15,12.52,furniture,Priya Patel,Call before arrival
STP-100175,R-019,Vashi,19.065645,72.870919,pickup,high,pending,customer_unavailable,2024-03-11,16:15,16:30,20,385.1,electronics,Sneha Iyer,
STP-100176,R-013,Bandra,19.123954,72.811803,pickup,medium,pending,,2024-11-16,15:30,15:30,42,391.83,furniture,Sneha Iyer,Handle with care
STP-100177,R-018,Borivali,18.924283,72.807056,delivery,high,completed,,2024-09-29,21:00,21:00,17,453.43,furniture,Sneha Iyer,Urgent delivery
STP-100178,R-001,Powai,19.054554,73.025263,delivery,high,delayed,,2025-02-06,19:00,19:00,36,81.0,electronics,Rahul Mehta,
STP-100179,R-007,Dadar,19.286627,72.921925,pickup,low,failed,,2025-03-25,21:00,21:00,48,30.03,groceries,Vikram Singh,Urgent delivery
STP-100180,R-001,Andheri,19.206103,72.87921,delivery,low,completed,,2025-08-28,15:15,15:15,52,69.02,pharmaceuticals,Priya Patel,
STP-100181,R-007,Dadar,19.299012,72.90784,delivery,high,delayed,,2025-12-25,09:30,16:00,24,58.96,electronics,Priya Patel,Leave at doorstep
STP-100182,R-010,Dadar,19.0061,72.944732,warehouse,medium,pending,,2024-05-29,21:45,21:45,32,108.2,groceries,Vikram Singh,
STP-100183,R-010,Colaba,18.991493,73.090025,pickup,high,delayed,,2025-08-25,07:30,08:45,29,39.91,electronics,Vikram Singh,
STP-100184,R-010,Colaba,19.041387,72.782989,warehouse,medium,pending,,2025-12-05,21:00,21:00,11,431.81,electronics,Rahul Mehta,Fragile
STP-100185,R-010,Kurla,19.134446,73.038851,warehouse,high,failed,,2025-04-28,12:45,17:00,50,467.07,electronics,Sneha Iyer,
STP-100186,R-015,Borivali,18.999224,72.848646,delivery,low,completed,traffic,2024-10-18,21:30,21:30,31,52.83,pharmaceuticals,Amit Sharma,Handle with care
STP-100187,R-006,Colaba,19.177394,72.923908,pickup,low,failed,traffic,2024-09-30,07:45,10:30,41,351.78,furniture,Rahul Mehta,Leave at doorstep
STP-100188,R-013,Dadar,19.158836,72.995258,pickup,medium,completed,,2024-07-12,07:00,19:45,35,198.13,groceries,Rahul Mehta,Leave at doorstep
STP-100189,R-014,Dadar,19.210387,72.8171,pickup,high,pending,customer_unavailable,2025-03-24,14:00,20:30,39,49.23,furniture,Sneha Iyer,
STP-100190,R-018,Thane,18.894458,73.078115,pickup,low,pending,,2024-09-12,08:15,08:15,5,99.5,pharmaceuticals,Rahul Mehta,Leave at doorstep
STP-100191,R-005,Vashi,18.928558,72.912997,delivery,medium,pending,,2024-02-24,19:15,20:30,48,498.79,groceries,Priya Patel,
STP-100192,R-010,Dadar,19.192415,73.028364,pickup,low,completed,,2024-09-02,13:15,13:15,22,230.18,pharmaceuticals,Rahul Mehta,
STP-100193,R-016,Vashi,19.297026,73.096381,pickup,low,pending,weather,2025-03-27,14:15,14:15,28,69.1,electronics,Amit Sharma,
STP-100194,R-019,Vashi,19.164548,72.952155,delivery,low,pending,,2025-01-19,16:00,16:00,53,200.84,electronics,Rahul Mehta,
STP-100195,R-011,Vashi,18.938095,72.806883,pickup,low,completed,,2025-09-04,17:45,19:30,33,270.12,electronics,Vikram Singh,
STP-100196,R-002,Andheri,18.90968,72.95368,delivery,medium,completed,,2024-07-09,10:15,15:00,30,86.63,furniture,Rahul Mehta,Urgent delivery
STP-100197,R-006,Kurla,19.286829,72.88053,pickup,low,completed,,2024-12-03,09:45,20:15,24,249.48,groceries,Vikram Singh,Urgent delivery
STP-100198,R-020,Thane,19.073205,72.793387,warehouse,low,delayed,,2025-05-08,21:15,21:15,9,426.55,groceries,Rahul Mehta,Call before arrival
STP-100199,R-015,Dadar,19.066949,73.090521,warehouse,medium,delayed,,2025-03-14,18:00,18:00,48,431.84,pharmaceuticals,Vikram Singh,Call before arrival
STP-100200,R-001,Kurla,18.977578,72.933106,delivery,medium,failed,weather,2025-02-03,17:30,17:30,54,88.87,pharmaceuticals,Priya Patel,Leave at doorstep
STP-100201,R-010,Panvel,18.898216,72.894008,delivery,low,pending,,2025-05-24,20:00,20:00,46,486.65,furniture,Vikram Singh,
STP-100202,R-018,Borivali,19.005594,72.947776,delivery,low,failed,vehicle_issue,2025-02-21,10:30,10:30,17,19.41,electronics,Sneha Iyer,Call before arrival
STP-100203,R-020,Vashi,18.961879,72.91893,warehouse,low,completed,,2024-04-04,15:00,15:00,51,18.14,pharmaceuticals,Vikram Singh,
STP-100204,R-020,Thane,18.933722,72.996545,pickup,low,delayed,weather,2025-01-02,16:15,16:15,11,140.12,furniture,Priya Patel,
STP-100205,R-010,Kurla,19.169589,72.901985,pickup,low,delayed,,2024-09-02,19:15,19:15,56,436.8,groceries,Vikram Singh,Urgent delivery
STP-100206,R-005,Panvel,19.277009,72.849433,pickup,high,pending,,2024-06-27,11:45,12:00,25,294.57,furniture,Amit Sharma,
STP-100207,R-005,Andheri,19.009791,72.835228,pickup,low,failed,vehicle_issue,2024-10-19,22:00,22:00,57,274.37,pharmaceuticals,Vikram Singh,Urgent delivery
STP-100208,R-020,Bandra,19.032672,72.921008,pickup,high,pending,,2024-07-25,16:45,16:45,15,104.45,electronics,Rahul Mehta,Call before arrival
STP-100209,R-018,Kurla,19.063465,72.929322,warehouse,low,delayed,,2024-05-26,17:30,17:30,44,432.08,groceries,Rahul Mehta,Urgent delivery
STP-100210,R-007,Colaba,18.922688,72.911664,warehouse,high,completed,,2025-01-15,14:45,14:45,29,393.43,pharmaceuticals,Rahul Mehta,Fragile
STP-100211,R-005,Panvel,19.105755,72.813404,delivery,high,delayed,,2024-10-14,14:30,14:30,49,484.92,groceries,Rahul Mehta,
STP-100212,R-013,Dadar,19.080394,72.794595,warehouse,high,failed,,2024-04-22,06:30,15:30,20,223.21,furniture,Priya Patel,Fragile
STP-100213,R-012,Dadar,19.185126,73.030416,delivery,high,pending,,2024-03-08,09:45,15:15,30,442.58,electronics,Priya Patel,Leave at doorstep
STP-100214,R-011,Bandra,19.214572,72.910565,warehouse,medium,pending,customer_unavailable,2024-09-14,19:15,19:15,57,122.04,electronics,Sneha Iyer,Urgent delivery
STP-100215,R-020,Dadar,19.175984,72.898577,pickup,medium,failed,traffic,2024-04-11,17:45,21:45,58,41.24,electronics,Rahul Mehta,
STP-100216,R-004,Kurla,19.275685,72.775123,delivery,high,delayed,,2024-08-14,06:15,17:30,47,180.06,furniture,Rahul Mehta,
STP-100217,R-007,Colaba,18.977625,73.02303,warehouse,low,delayed,,2025-11-11,19:45,19:45,22,305.46,furniture,Amit Sharma,
STP-100218,R-015,Powai,19.090852,73.052323,pickup,high,pending,,2025-07-01,13:15,15:45,54,165.84,pharmaceuticals,Amit Sharma,
STP-100219,R-012,Thane,18.890099,72.950886,pickup,low,failed,,2025-02-16,08:30,21:30,28,239.7,electronics,Amit Sharma,
STP-100220,R-019,Thane,19.14228,73.086304,warehouse,high,failed,traffic,2024-04-26,13:00,21:30,24,128.78,furniture,Priya Patel,
STP-100221,R-006,Bandra,19.198828,72.786667,pickup,low,completed,,2025-07-16,18:30,18:30,44,271.37,electronics,Sneha Iyer,Leave at doorstep
STP-100222,R-010,Kurla,19.093842,73.076791,warehouse,medium,failed,,2024-01-07,07:30,07:30,46,443.39,electronics,Amit Sharma,Fragile
STP-100223,R-013,Colaba,19.262684,73.07261,delivery,high,failed,,2025-06-14,13:00,17:15,11,258.65,electronics,Rahul Mehta,Urgent delivery
STP-100224,R-014,Dadar,19.074292,72.919564,delivery,medium,delayed,traffic,2025-03-26,18:00,18:00,6,180.73,groceries,Amit Sharma,Call before arrival
STP-100225,R-020,Panvel,19.291852,72.902471,warehouse,high,pending,,2024-10-29,09:45,18:30,43,290.57,pharmaceuticals,Amit Sharma,
STP-100226,R-011,Panvel,19.25159,73.09684,pickup,high,pending,,2025-10-18,09:45,09:45,19,396.95,groceries,Priya Patel,
STP-100227,R-006,Borivali,18.948805,72.812164,warehouse,medium,completed,vehicle_issue,2025-02-09,16:45,16:45,51,240.35,pharmaceuticals,Amit Sharma,
STP-100228,R-019,Andheri,19.076705,72.958141,warehouse,low,completed,weather,2025-05-11,12:15,17:00,5,362.61,pharmaceuticals,Priya Patel,
STP-100229,R-012,Panvel,18.956305,72.826134,delivery,low,failed,,2025-07-15,06:45,15:15,40,112.98,pharmaceuticals,Priya Patel,
STP-100230,R-001,Dadar,19.292314,73.001496,delivery,low,delayed,,2024-04-10,06:45,14:30,29,373.26,electronics,Sneha Iyer,Urgent delivery
STP-100231,R-019,Borivali,18.894803,72.986744,pickup,high,completed,,2024-11-12,12:45,12:45,43,276.31,electronics,Sneha Iyer,Urgent delivery
STP-100232,R-002,Kurla,19.057643,73.049242,pickup,low,completed,,2025-05-28,19:00,19:00,18,335.06,electronics,Rahul Mehta,
STP-100233,R-016,Bandra,19.188024,72.810165,warehouse,high,pending,,2025-02-06,10:45,11:30,59,27.87,electronics,Priya Patel,Leave at doorstep
STP-100234,R-003,Andheri,18.989456,73.001699,warehouse,medium,failed,,2024-07-07,22:15,22:15,24,65.21,groceries,Sneha Iyer,
STP-100235,R-014,Borivali,19.262809,72.871541,warehouse,low,pending,,2024-06-02,06:30,08:00,11,142.49,electronics,Amit Sharma,
STP-100236,R-014,Borivali,19.198097,72.779702,pickup,low,delayed,,2024-05-18,11:45,11:45,43,229.03,groceries,Rahul Mehta,Call before arrival
STP-100237,R-012,Colaba,19.095214,73.088853,delivery,high,delayed,customer_unavailable,2025-03-18,07:45,12:15,45,250.46,furniture,Sneha Iyer,Handle with care
STP-100238,R-014,Vashi,19.054305,72.810827,delivery,medium,pending,,2025-09-09,09:00,21:45,9,110.44,pharmaceuticals,Amit Sharma,
STP-100239,R-002,Dadar,19.202746,72.881345,pickup,high,completed,,2024-10-16,18:30,18:30,47,254.85,pharmaceuticals,Rahul Mehta,Urgent delivery
STP-100240,R-011,Panvel,18.909101,72.866167,delivery,high,delayed,,2024-12-23,11:30,11:30,53,153.89,pharmaceuticals,Vikram Singh,
STP-100241,R-019,Borivali,19.017297,73.054981,pickup,high,delayed,,2025-10-05,22:00,22:00,26,226.77,groceries,Amit Sharma,Fragile
STP-100242,R-020,Powai,19.238898,72.801036,delivery,medium,pending,,2025-07-28,14:30,14:30,41,396.63,electronics,Amit Sharma,Urgent delivery
STP-100243,R-019,Colaba,19.051534,72.791145,delivery,high,delayed,,2025-08-28,20:00,20:00,26,198.83,groceries,Amit Sharma,Call before arrival
STP-100244,R-013,Colaba,18.944032,73.037874,delivery,medium,pending,traffic,2024-03-11,14:30,16:15,10,159.5,electronics,Vikram Singh,
STP-100245,R-009,Bandra,18.915074,72.987587,warehouse,low,pending,,2025-10-08,18:15,18:15,52,476.4,electronics,Vikram Singh,Urgent delivery
STP-100246,R-015,Colaba,19.027957,72.831331,delivery,low,delayed,,2024-10-10,07:15,10:15,26,451.11,groceries,Rahul Mehta,
STP-100247,R-005,Colaba,19.154339,72.883494,pickup,medium,pending,,2025-05-26,06:00,08:45,37,25.4,groceries,Rahul Mehta,Fragile
STP-100248,R-017,Kurla,19.292506,73.012853,pickup,low,pending,,2024-12-09,17:30,21:00,18,281.47,furniture,Sneha Iyer,
STP-100249,R-018,Kurla,19.065651,73.0918,delivery,medium,pending,,2025-08-20,11:00,11:45,37,335.4,electronics,Amit Sharma,
STP-100250,R-012,Colaba,19.023325,73.016389,delivery,medium,completed,customer_unavailable,2025-04-10,13:00,13:00,17,182.14,furniture,Priya Patel,
STP-100251,R-017,Bandra,19.27293,72.843615,delivery,low,completed,weather,2024-11-14,06:30,09:45,16,52.09,groceries,Priya Patel,Call before arrival
STP-100252,R-013,Vashi,19.274649,72.80413,warehouse,high,pending,,2025-01-04,08:15,22:30,7,302.37,groceries,Amit Sharma,
